step,runtime,div_total_muts_batch_mean,div_marginal_count_batch_mean,div_marginal_fraction_batch_mean,div_marginal_fraction_batch_min,div_marginal_fraction_batch_max,div_fractional_score_batch_mean,div_fractional_score_batch_min,div_fractional_score_batch_max,div_fractional_normalized_batch_mean,div_fractional_normalized_batch_min,div_fractional_normalized_batch_max,div_pairwise_hamming_batch_mean,div_pairwise_hamming_batch_min,div_pairwise_hamming_batch_max,af3_ptm_batch_mean,af3_ptm_batch_min,af3_ptm_batch_max,af3_iptm_batch_mean,af3_iptm_batch_min,af3_iptm_batch_max,af3_ranking_score_batch_mean,af3_ranking_score_batch_min,af3_ranking_score_batch_max,af3_chain_ptm_protein_batch_mean,af3_chain_ptm_protein_batch_min,af3_chain_ptm_protein_batch_max,af3_chain_ptm_ligand_batch_mean,af3_chain_ptm_ligand_batch_min,af3_chain_ptm_ligand_batch_max,af3_chain_iptm_protein_batch_mean,af3_chain_iptm_protein_batch_min,af3_chain_iptm_protein_batch_max,af3_chain_iptm_ligand_batch_mean,af3_chain_iptm_ligand_batch_min,af3_chain_iptm_ligand_batch_max,af3_fraction_disordered_batch_mean,af3_fraction_disordered_batch_min,af3_fraction_disordered_batch_max,af3_has_clash_batch_mean,af3_has_clash_batch_min,af3_has_clash_batch_max,af3_interaction_pae_min_batch_mean,af3_interaction_pae_min_batch_min,af3_interaction_pae_min_batch_max,ame_motif_rmsd_batch_mean,ame_motif_rmsd_batch_min,ame_motif_rmsd_batch_max,ame_motif_atoms_missing_batch_mean,ame_motif_atoms_used_batch_mean,ame_motif_pass_batch_mean,ame_motif_rmsd_contigatom_batch_mean,ame_motif_rmsd_contigatom_batch_min,ame_motif_rmsd_contigatom_batch_max,ame_ligand_dist_des_ncac_min_batch_mean,ame_ligand_dist_des_ncac_min_batch_min,ame_ligand_dist_des_ncac_min_batch_max,ame_no_clash_batch_mean,ame_ligand_rmsd_max_batch_mean,ame_ligand_rmsd_max_batch_min,ame_ligand_rmsd_max_batch_max,ame_ligand_atoms_matched_batch_mean,ame_ligand_atoms_total_batch_mean,ame_motif_pass_and_no_clash_batch_mean,reward_batch_mean,reward_batch_min,reward_batch_max,reward
0,225.1318,180.0000,34.8125,0.1934,0.1167,0.3111,66.6875,55.5724,82.1124,0.3705,0.3087,0.4562,0.6596,0.6270,0.6981,0.4756,0.3100,0.8000,0.5237,0.3500,0.7600,0.5181,0.3400,0.7700,0.4631,0.2900,0.7900,0.3181,0.2900,0.3400,0.5381,0.3700,0.7700,0.2838,0.1800,0.4500,0.0050,0.0000,0.0600,0.0000,0.0000,0.0000,5.5281,2.4100,8.7900,8.5070,2.9459,16.4466,2.0000,54.0000,0.0000,9.2580,3.0424,17.6677,2.8066,2.8066,2.8066,1.0000,11.3297,6.4533,37.2247,24.0000,24.0000,0.0000,-0.0000,-1.1174,1.3239,-0.0000
1,436.8140,180.0000,33.3125,0.1851,0.1444,0.2278,67.7500,61.7764,72.3110,0.3764,0.3432,0.4017,0.6856,0.6652,0.7100,0.3544,0.2300,0.5800,0.4363,0.3000,0.6900,0.4194,0.3000,0.6500,0.3369,0.2100,0.5700,0.3150,0.3000,0.3300,0.4444,0.3300,0.6800,0.2419,0.1600,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4588,3.9300,8.6900,9.0451,4.8374,12.6945,1.8750,54.1250,0.0000,9.9325,5.2983,13.8874,2.8066,2.8066,2.8066,1.0000,12.2767,7.4846,19.2652,24.0000,24.0000,0.0000,0.0000,-1.0710,0.8547,0.0000
